INCIDENT_COUNT|INCIDENT_TYPE|SCHOOL_ID|SCHOOL_YEAR|School|Rpt Type Long|Governance|Grades Served|Enrollment|Incident_rate
2|Suicide - Attempts And Threats|506|2016-2017|Jules E. Mastbaum Area Vocational Technical High School|High School|District|'9-12'|755.0|0.26490066225165565
1|Theft|506|2016-2017|Jules E. Mastbaum Area Vocational Technical High School|High School|District|'9-12'|755.0|0.13245033112582782
19|Vandalism|506|2016-2017|Jules E. Mastbaum Area Vocational Technical High School|High School|District|'9-12'|755.0|2.5165562913907285
3|Weapons|506|2016-2017|Jules E. Mastbaum Area Vocational Technical High School|High School|District|'9-12'|755.0|0.3973509933774834
1|Assaults|507|2016-2017|Parkway Northwest High School|High School|District|'9-12'|246.0|0.4065040650406504
9|Disorderly Conduct|507|2016-2017|Parkway Northwest High School|High School|District|'9-12'|246.0|3.658536585365854
3|Harassment|507|2016-2017|Parkway Northwest High School|High School|District|'9-12'|246.0|1.2195121951219512
2|Morals Offenses|507|2016-2017|Parkway Northwest High School|High School|District|'9-12'|246.0|0.8130081300813008
1|Theft|507|2016-2017|Parkway Northwest High School|High School|District|'9-12'|246.0|0.4065040650406504
1|Threat|507|2016-2017|Parkway Northwest High School|High School|District|'9-12'|246.0|0.4065040650406504
4|Vandalism|507|2016-2017|Parkway Northwest High School|High School|District|'9-12'|246.0|1.6260162601626016
2|Weapons|507|2016-2017|Parkway Northwest High School|High School|District|'9-12'|246.0|0.8130081300813008
1|Assaults|508|2016-2017|Parkway Center City High School|High School|District|'9-12'|558.0|0.17921146953405018
4|Disorderly Conduct|508|2016-2017|Parkway Center City High School|High School|District|'9-12'|558.0|0.7168458781362007
1|Drug And Alcohol Offenses|508|2016-2017|Parkway Center City High School|High School|District|'9-12'|558.0|0.17921146953405018
2|Assaults|509|2016-2017|Parkway West High School|High School|District|'9-12'|258.0|0.7751937984496124
3|Disorderly Conduct|509|2016-2017|Parkway West High School|High School|District|'9-12'|258.0|1.1627906976744187
2|Drug And Alcohol Offenses|509|2016-2017|Parkway West High School|High School|District|'9-12'|258.0|0.7751937984496124
1|Fire - Incendiary|509|2016-2017|Parkway West High School|High School|District|'9-12'|258.0|0.3875968992248062
1|Assaults|515|2016-2017|William W. Bodine High School|High School|District|'9-12'|513.0|0.1949317738791423
5|Disorderly Conduct|515|2016-2017|William W. Bodine High School|High School|District|'9-12'|513.0|0.9746588693957114
1|Drug And Alcohol Offenses|515|2016-2017|William W. Bodine High School|High School|District|'9-12'|513.0|0.1949317738791423
1|Harassment|515|2016-2017|William W. Bodine High School|High School|District|'9-12'|513.0|0.1949317738791423
2|Theft|515|2016-2017|William W. Bodine High School|High School|District|'9-12'|513.0|0.3898635477582846
3|Vandalism|515|2016-2017|William W. Bodine High School|High School|District|'9-12'|513.0|0.5847953216374269
1|Weapons|515|2016-2017|William W. Bodine High School|High School|District|'9-12'|513.0|0.1949317738791423
18|Assaults|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|5.202312138728324
18|Assaults|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|8.333333333333334
11|Disorderly Conduct|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|3.179190751445087
11|Disorderly Conduct|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|5.092592592592593
4|Drug And Alcohol Offenses|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|1.1560693641618498
4|Drug And Alcohol Offenses|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|1.8518518518518519
1|Fire - Incendiary|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|0.28901734104046245
1|Fire - Incendiary|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|0.46296296296296297
2|Harassment|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|0.5780346820809249
2|Harassment|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|0.9259259259259259
3|Morals Offenses|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|0.8670520231213873
3|Morals Offenses|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|1.3888888888888888
1|Robbery|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|0.28901734104046245
1|Robbery|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|0.46296296296296297
1|Theft|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|0.28901734104046245
1|Theft|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|0.46296296296296297
6|Threat|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|1.7341040462427746
6|Threat|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|2.7777777777777777
7|Weapons|516|2016-2017|Penn Treaty High School|High School|District|'9-12'|346.0|2.023121387283237
7|Weapons|516|2016-2017|Penn Treaty High School|Middle School|District|'6-8'|216.0|3.240740740740741
3|Assaults|517|2016-2017|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.3468208092485549
5|Disorderly Conduct|517|2016-2017|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.5780346820809249
2|Fire - Incendiary|517|2016-2017|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.23121387283236994
1|Harassment|517|2016-2017|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.11560693641618497
4|Threat|517|2016-2017|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.4624277456647399
3|Vandalism|517|2016-2017|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.3468208092485549
3|Weapons|517|2016-2017|Julia de Burgos School|K8 School|District|'K-8'|865.0|0.3468208092485549
1|Drug And Alcohol Offenses|520|2016-2017|Alexander Adaire School|K8 School|District|'K-8'|343.0|0.2915451895043732
1|Weapons|520|2016-2017|Alexander Adaire School|K8 School|District|'K-8'|343.0|0.2915451895043732
4|Assaults|521|2016-2017|Henry A. Brown School|K8 School|District|'K-8'|524.0|0.7633587786259542
3|Disorderly Conduct|521|2016-2017|Henry A. Brown School|K8 School|District|'K-8'|524.0|0.5725190839694656
1|Drug And Alcohol Offenses|521|2016-2017|Henry A. Brown School|K8 School|District|'K-8'|524.0|0.19083969465648856
1|Fire - Incendiary|521|2016-2017|Henry A. Brown School|K8 School|District|'K-8'|524.0|0.19083969465648856
2|Threat|521|2016-2017|Henry A. Brown School|K8 School|District|'K-8'|524.0|0.3816793893129771
4|Vandalism|521|2016-2017|Henry A. Brown School|K8 School|District|'K-8'|524.0|0.7633587786259542
2|Assaults|523|2016-2017|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.48426150121065376
1|Bullying|523|2016-2017|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.24213075060532688
7|Disorderly Conduct|523|2016-2017|Russell H. Conwell School|Middle School|District|'5-8'|413.0|1.694915254237288
2|Fire - Incendiary|523|2016-2017|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.48426150121065376
1|Theft|523|2016-2017|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.24213075060532688
2|Threat|523|2016-2017|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.48426150121065376
4|Vandalism|523|2016-2017|Russell H. Conwell School|Middle School|District|'5-8'|413.0|0.9685230024213075
1|Assaults|525|2016-2017|Paul L. Dunbar School|K8 School|District|'K-8'|302.0|0.33112582781456956
1|Bullying|525|2016-2017|Paul L. Dunbar School|K8 School|District|'K-8'|302.0|0.33112582781456956
18|Disorderly Conduct|525|2016-2017|Paul L. Dunbar School|K8 School|District|'K-8'|302.0|5.960264900662252
1|Theft|525|2016-2017|Paul L. Dunbar School|K8 School|District|'K-8'|302.0|0.33112582781456956
4|Threat|525|2016-2017|Paul L. Dunbar School|K8 School|District|'K-8'|302.0|1.3245033112582782
1|Vandalism|525|2016-2017|Paul L. Dunbar School|K8 School|District|'K-8'|302.0|0.33112582781456956
4|Weapons|525|2016-2017|Paul L. Dunbar School|K8 School|District|'K-8'|302.0|1.3245033112582782
2|Assaults|526|2016-2017|Lewis Elkin School|Elementary School|District|'K-4'|866.0|0.23094688221709006
30|Disorderly Conduct|526|2016-2017|Lewis Elkin School|Elementary School|District|'K-4'|866.0|3.464203233256351
2|Fire - Incendiary|526|2016-2017|Lewis Elkin School|Elementary School|District|'K-4'|866.0|0.23094688221709006
1|Harassment|526|2016-2017|Lewis Elkin School|Elementary School|District|'K-4'|866.0|0.11547344110854503
2|Suicide - Attempts And Threats|526|2016-2017|Lewis Elkin School|Elementary School|District|'K-4'|866.0|0.23094688221709006
1|Theft|526|2016-2017|Lewis Elkin School|Elementary School|District|'K-4'|866.0|0.11547344110854503
4|Threat|526|2016-2017|Lewis Elkin School|Elementary School|District|'K-4'|866.0|0.4618937644341801
1|Vandalism|526|2016-2017|Lewis Elkin School|Elementary School|District|'K-4'|866.0|0.11547344110854503
1|Weapons|526|2016-2017|Lewis Elkin School|Elementary School|District|'K-4'|866.0|0.11547344110854503
7|Disorderly Conduct|530|2016-2017|Horatio B. Hackett School|Elementary School|District|'K-5'|362.0|1.9337016574585635
1|Weapons|530|2016-2017|Horatio B. Hackett School|Elementary School|District|'K-5'|362.0|0.27624309392265195
3|Assaults|532|2016-2017|John F. Hartranft School|K8 School|District|'K-8'|520.0|0.5769230769230769
4|Disorderly Conduct|532|2016-2017|John F. Hartranft School|K8 School|District|'K-8'|520.0|0.7692307692307693
1|Drug And Alcohol Offenses|532|2016-2017|John F. Hartranft School|K8 School|District|'K-8'|520.0|0.19230769230769232
1|Theft|532|2016-2017|John F. Hartranft School|K8 School|District|'K-8'|520.0|0.19230769230769232
4|Threat|532|2016-2017|John F. Hartranft School|K8 School|District|'K-8'|520.0|0.7692307692307693
1|Vandalism|532|2016-2017|John F. Hartranft School|K8 School|District|'K-8'|520.0|0.19230769230769232
2|Weapons|532|2016-2017|John F. Hartranft School|K8 School|District|'K-8'|520.0|0.38461538461538464
1|Assaults|533|2016-2017|William H. Hunter School|K8 School|District|'K-8'|527.0|0.18975332068311196
1|Bullying|533|2016-2017|William H. Hunter School|K8 School|District|'K-8'|527.0|0.18975332068311196
6|Disorderly Conduct|533|2016-2017|William H. Hunter School|K8 School|District|'K-8'|527.0|1.1385199240986716
2|Drug And Alcohol Offenses|533|2016-2017|William H. Hunter School|K8 School|District|'K-8'|527.0|0.3795066413662239
1|Graffiti|533|2016-2017|William H. Hunter School|K8 School|District|'K-8'|527.0|0.18975332068311196
1|Harassment|533|2016-2017|William H. Hunter School|K8 School|District|'K-8'|527.0|0.18975332068311196
2|Morals Offenses|533|2016-2017|William H. Hunter School|K8 School|District|'K-8'|527.0|0.3795066413662239
7|Threat|533|2016-2017|William H. Hunter School|K8 School|District|'K-8'|527.0|1.3282732447817838
1|Vandalism|533|2016-2017|William H. Hunter School|K8 School|District|'K-8'|527.0|0.18975332068311196
4|Assaults|534|2016-2017|James R. Ludlow School|K8 School|District|'K-8'|312.0|1.2820512820512822
9|Disorderly Conduct|534|2016-2017|James R. Ludlow School|K8 School|District|'K-8'|312.0|2.8846153846153846
1|Harassment|534|2016-2017|James R. Ludlow School|K8 School|District|'K-8'|312.0|0.32051282051282054
1|Threat|534|2016-2017|James R. Ludlow School|K8 School|District|'K-8'|312.0|0.32051282051282054
3|Assaults|535|2016-2017|William McKinley School|K8 School|District|'K-8'|460.0|0.6521739130434783
13|Disorderly Conduct|535|2016-2017|William McKinley School|K8 School|District|'K-8'|460.0|2.8260869565217392
1|Fire - Incendiary|535|2016-2017|William McKinley School|K8 School|District|'K-8'|460.0|0.21739130434782608
1|Harassment|535|2016-2017|William McKinley School|K8 School|District|'K-8'|460.0|0.21739130434782608
6|Threat|535|2016-2017|William McKinley School|K8 School|District|'K-8'|460.0|1.3043478260869565
1|Weapons|535|2016-2017|William McKinley School|K8 School|District|'K-8'|460.0|0.21739130434782608
1|Assaults|537|2016-2017|John Moffet School|Elementary School|District|'K-5'|345.0|0.2898550724637681
7|Disorderly Conduct|537|2016-2017|John Moffet School|Elementary School|District|'K-5'|345.0|2.028985507246377
1|Drug And Alcohol Offenses|537|2016-2017|John Moffet School|Elementary School|District|'K-5'|345.0|0.2898550724637681
2|Theft|537|2016-2017|John Moffet School|Elementary School|District|'K-5'|345.0|0.5797101449275363
1|Threat|537|2016-2017|John Moffet School|Elementary School|District|'K-5'|345.0|0.2898550724637681
3|Assaults|539|2016-2017|Potter-Thomas School|K8 School|District|'K-8'|572.0|0.5244755244755245
1|Disorderly Conduct|539|2016-2017|Potter-Thomas School|K8 School|District|'K-8'|572.0|0.17482517482517482
1|Drug And Alcohol Offenses|539|2016-2017|Potter-Thomas School|K8 School|District|'K-8'|572.0|0.17482517482517482
3|Fire - Incendiary|539|2016-2017|Potter-Thomas School|K8 School|District|'K-8'|572.0|0.5244755244755245
1|Suicide - Attempts And Threats|539|2016-2017|Potter-Thomas School|K8 School|District|'K-8'|572.0|0.17482517482517482
3|Threat|539|2016-2017|Potter-Thomas School|K8 School|District|'K-8'|572.0|0.5244755244755245
2|Vandalism|539|2016-2017|Potter-Thomas School|K8 School|District|'K-8'|572.0|0.34965034965034963
1|Weapons|539|2016-2017|Potter-Thomas School|K8 School|District|'K-8'|572.0|0.17482517482517482
1|Assaults|540|2016-2017|Richmond School|Elementary School|District|'K-5'|673.0|0.1485884101040119
13|Disorderly Conduct|540|2016-2017|Richmond School|Elementary School|District|'K-5'|673.0|1.9316493313521546
1|Fire - Incendiary|540|2016-2017|Richmond School|Elementary School|District|'K-5'|673.0|0.1485884101040119
1|Theft|540|2016-2017|Richmond School|Elementary School|District|'K-5'|673.0|0.1485884101040119
1|Threat|540|2016-2017|Richmond School|Elementary School|District|'K-5'|673.0|0.1485884101040119
3|Weapons|540|2016-2017|Richmond School|Elementary School|District|'K-5'|673.0|0.4457652303120357
4|Disorderly Conduct|541|2016-2017|Isaac A. Sheppard School|Elementary School|District|'K-4'|187.0|2.1390374331550803
1|Theft|541|2016-2017|Isaac A. Sheppard School|Elementary School|District|'K-4'|187.0|0.5347593582887701
1|Threat|541|2016-2017|Isaac A. Sheppard School|Elementary School|District|'K-4'|187.0|0.5347593582887701
2|Vandalism|541|2016-2017|Isaac A. Sheppard School|Elementary School|District|'K-4'|187.0|1.0695187165775402
10|Disorderly Conduct|542|2016-2017|John Welsh School|K8 School|District|'K-8'|404.0|2.4752475247524752
1|Fire - Incendiary|542|2016-2017|John Welsh School|K8 School|District|'K-8'|404.0|0.24752475247524752
1|Harassment|542|2016-2017|John Welsh School|K8 School|District|'K-8'|404.0|0.24752475247524752
1|Theft|542|2016-2017|John Welsh School|K8 School|District|'K-8'|404.0|0.24752475247524752
1|Threat|542|2016-2017|John Welsh School|K8 School|District|'K-8'|404.0|0.24752475247524752
2|Vandalism|542|2016-2017|John Welsh School|K8 School|District|'K-8'|404.0|0.49504950495049505
2|Weapons|542|2016-2017|John Welsh School|K8 School|District|'K-8'|404.0|0.49504950495049505
1|Assaults|543|2016-2017|Alternative Middle Years at James Martin |Middle School|District|'6-8'|419.0|0.2386634844868735
10|Disorderly Conduct|543|2016-2017|Alternative Middle Years at James Martin |Middle School|District|'6-8'|419.0|2.386634844868735
1|Theft|543|2016-2017|Alternative Middle Years at James Martin |Middle School|District|'6-8'|419.0|0.2386634844868735
2|Threat|543|2016-2017|Alternative Middle Years at James Martin |Middle School|District|'6-8'|419.0|0.477326968973747
3|Vandalism|543|2016-2017|Alternative Middle Years at James Martin |Middle School|District|'6-8'|419.0|0.7159904534606205
12|Disorderly Conduct|544|2016-2017|Frances E. Willard School|Elementary School|District|'K-4'|738.0|1.6260162601626016
2|Threat|544|2016-2017|Frances E. Willard School|Elementary School|District|'K-4'|738.0|0.27100271002710025
6|Vandalism|544|2016-2017|Frances E. Willard School|Elementary School|District|'K-4'|738.0|0.8130081300813008
